index,song,kr_song,kr_song_proxy,composer,kr_composer,bpm,main_bpm,version,song_type
N/A,Prime Time,프라임 타임,프라임 타임,Cashew,Yakikaze & Cashew,N/A,N/A,N/A,Remix
CS069,Ugly Dee,미운 오리새끼,미운 오리새끼,Banya Production,반야 프로덕션,92,92,NX - NXA,Arcade
CS199,Red Snow,레드 스노우,레드 스노우,Cashew,Yakikaze & Cashew,170,170,PRIME - PRIME 2,Arcade
CS046,Bee,비,비,BanYa,반야,160,160,1st - Zero,Arcade
CS622,Feel My Happiness,필 마이 해피니스,필 마이 해피니스,3R2,3R2,175,175,PRIME - PRIME 2,Arcade
CS064,Moonlight,월광,월광,BanYa,반야,180,180,1st - Zero,Arcade
CS265,Gothique Resonance,고딕 레조넌스,고딕 레조넌스,P4Koo,P4Koo,174,174,PRIME - PRIME 2,Arcade
SS295,Can-can ~Orpheus in The Party Mix~ - SHORT CUT -,캉-캉 ~Orpheus in The Party Mix~ - SHORT CUT -,캉캉 캉 캉 오르페우스 숏컷 캉숏,Sr. Lan Belmont,Sr. Lan Belmont,195,195,N/A,Short Cut
CS626,Stardust Overdrive,스타더스트 오버드라이브,스타더스트 오버드라이브,typeMARS,typeMARS,175,175,PRIME - PRIME 2,Arcade
CS318,Cycling!,싸이클링!,사이클링,Yamajet,야마젯,220,220,XX,Arcade
CS110,Destination,데스티네이션,데스티네이션,SHK,SHK,150,150,FIESTA - FIESTA 2,Arcade
CS324,Cutie Song,일 더하기 일은 귀요미,일 더하기 일은 귀요미,Memme,맴매,174,174,XX,Arcade
CS286,Imagination,이미지네이션,이미지네이션,SHK,SHK,180,180,XX,Arcade
CS231,Utsushiyo No Kaze feat. Kana,우츠시요 노 카제 feat. Kana,우츠시요 노 카제 feat. Kana,void,void,152,152,PRIME - PRIME 2,Arcade
CS258,Donatello,도나텔로,도나텔로,Triplestar,트리플스타,175,175,PRIME - PRIME 2,Arcade
CS323,La Cinquantaine,금혼식,금혼식,Pory,포리,164,164,XX,Arcade
CS260,Fallen Angel,폴른 엔젤,폴른 엔젤,DM Ashura,DM Ashura,157,157,PRIME - PRIME 2,Arcade
CS251,Asterios -ReEntry-,아스테리오스 -리엔트리-,아스테리오스 -리엔트리-,ATAS,ATAS,148,148,PRIME - PRIME 2,Arcade
CS103,Turkey March -Minimal Tunes-,터키 행진곡 -미니멀튠즈-,터키 행진곡 미니멀튠즈,Banya Production,반야 프로덕션,130,130,FIESTA - FIESTA 2,Arcade
CS297,Fires of Destiny,파이어 오브 데스티니,파이어 오브 데스티니,Jehezukiel,Jehezukiel☆KAZEMURA☆Hideky,155,155,XX,Arcade
CS101,Phantom -Intermezzo-,팬텀 -인터메조-,팬텀 인터메조,Banya Production,반야 프로덕션,140,140,FIESTA - FIESTA 2,Arcade
CS616,Pop The Track,팝 더 트랙,팝 더 트랙,J-Mi & Midi-D & Ft. Hanna Stockzell,J-Mi & Midi-D & Ft. Hanna Stockzell,160,160,FIESTA - FIESTA 2,Arcade
N/A,Paradoxx,패러독스,패러독스,SLAM & NATO,슬램 & 나토,N/A,N/A,N/A,Remix
CS130,Jonathan's Dream,조나단의 꿈,조나단의 꿈,MAX&Seorryang(SID-SOUND),N/A,140,140,FIESTA - FIESTA 2,Arcade
CS255,Clue,클루,클루,Transin,Transin,140,140,PRIME - PRIME 2,Arcade
CS002,Final Audition,파이널 오디션,파이널 오디션,BanYa,반야,130.5,130.5,1st - Zero,Arcade
CS063,Witch Doctor,위치 닥터,위치 닥터,BanYa,반야,195,195,1st - Zero,Arcade
CS615,Star Command,스타 커맨드,스타 커맨드,Zircon,Zircon,155,155,FIESTA - FIESTA 2,Arcade
CS256,Redline,레드라인,레드라인,Archefluxx,Archefluxx,170,170,PRIME - PRIME 2,Arcade
CS305,Orbit Stabilizer,오르비트 스테빌라이저,오르빗 스테빌라이저,DM Ashura,DM Ashura,155,155,XX,Arcade
CS242,HELIX,헬릭스,헬릭스,ESTi,ESTi x M2U,175,175,PRIME - PRIME 2,Arcade
CS097,Napalm,네이팜,네이팜,Doin,Doin,185,185,FIESTA - FIESTA 2,Arcade
CS144,U Got Me Rocking,유 갓 미 락킹,유 갓 미 락킹,MAX,MAX,128,128,FIESTA - FIESTA 2,Arcade
CS041,Dr. M,닥터 엠,닥터 엠,BanYa,반야,145,145,1st - Zero,Arcade
CS081,Faster Z,패스터 Z,패스터지,YAHPP,이 얍,162,162,NX - NXA,Arcade
CS611,Dream To Nightmare,드림 투 나이트메어,드림 투 나이트메어,Nightmare,Nightmare,178,178,FIESTA - FIESTA 2,Arcade
CS067,Final Audition Ep. 2-2,파이널 오디션 에피소드 2-2,파이널 오디션 에피소드 2-2,YAHPP,이 얍,200,200,NX - NXA,Arcade
CS262,Tritium,트리튬,트리튬,Memme,맴매,180,180,PRIME - PRIME 2,Arcade
N/A,ERRORCODE: 0,에러코드: 0,에러코드0,DOIN && SUNNY,도인 && SUNNY,N/A,N/A,N/A,Remix
CS248,Super Stylin',슈퍼 스타일린,슈퍼 스타일린,Warak,와락,146,146,PRIME - PRIME 2,Arcade
CS176,Force of Ra,포스 오브 라,포스 오브 라,Memme,맴매,180,180,PRIME - PRIME 2,Arcade
CS023,Vook,부크,부크,BanYa,반야,184,184,1st - Zero,Arcade
CS604,Smells Like A Chocolate,스멜스 라이크 어 초콜릿,스멜스 라이크 어 초콜릿,Vospi,Vospi,175.9,175.9,FIESTA - FIESTA 2,Arcade
CS098,Tepris,테프리스,테프리스,Doin,Doin,144.9,144.9,FIESTA - FIESTA 2,Arcade
CS280,%X (Percent X),퍼센트 엑스,퍼센트 엑스,Pory,포리,150,150,XX,Arcade
CS314,Radetzky Can Can,라젠스키 캉캉,라젠스키 캉캉,BanYa,반야,197,197,1st - Zero,Arcade
CS631,Mitotsudaira,미토츠다이라,미토츠다이라,ETIA.,ETIA.,136,136,PRIME - PRIME 2,Arcade
CS243,Hyperion,히페리온,히페리온,M2U,ESTi x M2U,145,145,PRIME - PRIME 2,Arcade
CS332,God Mode 2.0 feat. Skizzo,갓 모드 2.0 feat. Skizzo,갓 모드 2.0 feat. Skizzo,Nato,나토,155,155,XX,Arcade
CS174,Chinese restaurant,차이니즈 레스토랑,차이니즈 레스토랑,Memme,맴매,175,175,PRIME - PRIME 2,Arcade
CS606,Monolith,모노리스,모노리스,Affinity,Affinity,196,196,FIESTA - FIESTA 2,Arcade
CS237,Rave'til the earth's end,레이브 언틸 디 어스 엔드,레이브 언틸 디 어스 엔드,5argon,5argon,160,160,PRIME - PRIME 2,Arcade
FS618,Baroque Virus - FULL SONG -,바로크 바이러스 - FULL SONG -,풀로크,Zircon,Zircon,135,135,N/A,Full Song
CS610,Tribe Attacker,트라이브 어택커,트라이브 어태커,Hi-G,Hi-G,150,150,FIESTA - FIESTA 2,Arcade
CS235,Up & Up (Produced by AWAL),업 앤 업 (Produced by AWAL),업앤업,Skizzo,Skizzo,150,150,PRIME - PRIME 2,Arcade
CS628,ヨロピク ピクヨロ！Yoropiku Pikuyoro !,요로피쿠 피쿠요로 !,요로피쿠 피쿠요로 !,バクステ外神田一丁目 Bakusute Sotokanda Icchome,바쿠스테 소토칸다 잇쵸메,198,198,PRIME - PRIME 2,Arcade
CS149,Hypnosis(SynthWulf Mix),힙노시스(SynthWulf 믹스),힙노시스(SynthWulf 믹스),BanYa & SynthWulf,반야 & SynthWulf,175,175,FIESTA - FIESTA 2,Arcade
FS602,Allegro Con Fuoco - FULL SONG -,알레그로 콘 뿌오코 - FULL SONG -,풀레그로,DM Ashura,DM Ashura,156,156,N/A,Full Song
CS030,Will-O-The-Wisp,윌 오 더 위스프,윌 오 더 위습,BanYa,반야,210,210,1st - Zero,Arcade
CS329,Over The Horizon,오버 더 호라이즌,오버 더 호라이즌,Yamajet,야마젯,190,190,XX,Arcade
CS052,Blazing,블레이징,블레이징,BanYa,반야,158,158,1st - Zero,Arcade
CS095,Cannon X.1,캐논 X.1,캐논 X.1,YAHPP,이 얍,185,185,NX - NXA,Arcade
CS092,DJ Otada,디제이 오타다,디제이 오타다,Banya Production,반야 프로덕션,180,180,NX - NXA,Arcade
CS185,Removable Disk0,리무버블 디스코,리무버블 디스코,Doin,Doin,130,130,PRIME - PRIME 2,Arcade
CS060,Papa Gonzales,파파 곤잘레스,파파 곤잘레스,BanYa,반야,145,145,1st - Zero,Arcade
CS148,FFF,에프 에프 에프,에프 에프 에프,Doin,Doin,200,200,FIESTA - FIESTA 2,Arcade
CS627,甘い誘惑デインジャラスAmai Yuuwaku Dangerous,아마이 유우와쿠 데인저러스,아마이 유우와쿠 댄저러스,バクステ外神田一丁目 Bakusute Sotokanda Icchome,바쿠스테 소토칸다 잇쵸메,125,125,PRIME - PRIME 2,Arcade
CS177,Requiem,레퀴엠,레퀴엠,MAX,MAX,160,160,PRIME - PRIME 2,Arcade
CS244,Start On RED,스타트 온 레드,스타트 온 레드,nato,나토,160,160,PRIME - PRIME 2,Arcade
CS161,Log In,로그인,로그인,SHK,SHK,140,140,FIESTA - FIESTA 2,Arcade
CS061,Phantom,팬텀,팬텀,BanYa,반야,136,136,1st - Zero,Arcade
CS182,Hestia,헤스티아,헤스티아,Gentle Stick,잰틀 스틱,150,150,PRIME - PRIME 2,Arcade
CS625,video out c,비디오 아웃 씨,비디오 아웃 씨,Vospi,Vospi,198,198,PRIME - PRIME 2,Arcade
CS106,Arirang,아리랑,아리랑,Banya Production,반야 프로덕션,160,160,FIESTA - FIESTA 2,Arcade
CS181,Mad5cience,매드 사이언스,매드 사이언스,Paul Bazooka,폴 바주카,130,130,PRIME - PRIME 2,Arcade
CS195,Move That Body!,무브 댓 바디!,무브 댓 바디!,DM Ashura feat. Skizzo & Hanna,DM Ashura feat. Skizzo & Hanna,145,145,PRIME - PRIME 2,Arcade
CS088,Final Audition Ep. 2-X,파이널 오디션 에피소드 2-X,파이널 오디션 에피소드 2-X,YAHPP,이 얍,170,170,NX - NXA,Arcade
CS246,Magical Vacation,매지컬 베케이션,매지컬 베케이션,SID-SOUND,시드사운드,154,154,PRIME - PRIME 2,Arcade
CS276,Obliteration,오블리터레이션,오블리터레이션,ATAS,ATAS,150,150,XX,Arcade
CS147,Unique,유니크,유니크,SHK,SHK,145,145,FIESTA - FIESTA 2,Arcade
N/A,Paradoxx - SHORT CUT -,패러독스 - SHORT CUT -,패러독스 - SHORT CUT -,SLAM & NATO,슬램 & 나토,N/A,N/A,N/A,Short Cut
CS210,Cosmical Rhythm,코스미컬 리듬,코스미컬 리듬,SID-SOUND,시드사운드,128,128,PRIME - PRIME 2,Arcade
CS111,U GOT 2 KNOW,유 갓 투 노우,유 갓 투 노우,MAX,MAX,127,127,FIESTA - FIESTA 2,Arcade
CS188,Red Swan,레드 스완,레드 스완,Yahpp,이 얍,172,172,PRIME - PRIME 2,Arcade
CS230,Anguished Unmaking,앵귀시드 언메이킹,앵귀시드 언메이킹,void,void,170,170,PRIME - PRIME 2,Arcade
CS202,Robot battle,로봇 배틀,로봇 배틀,CYO Style,CYO Style,198,198,PRIME - PRIME 2,Arcade
CS245,Time Attack <BLUE>,타임 어택 <블루>,타임 어택 <블루>,r300k,r300k,119,119,PRIME - PRIME 2,Arcade
CS037,Maria,마리아,마리아,BanYa,반야,136,136,1st - Zero,Arcade
CS201,You again my love,유 어게인 마이 러브,유 어게인 마이 러브,CYO Style & Henohenomoheji,CYO Style & Henohenomoheji,137,137,PRIME - PRIME 2,Arcade
CS257,Kill Them!,킬 뎀!,킬 뎀!,Archefluxx,Archefluxx,170,170,PRIME - PRIME 2,Arcade
CS071,Gun Rock,건 락,건 락,Banya Production,반야 프로덕션,104,104,NX - NXA,Arcade
CS268,Black Dragon,블랙 드래곤,블랙 드래곤,Memme,맴매,162,162,PRIME - PRIME 2,Arcade
CS189,Hyacinth,히아신스,히아신스,Yahpp,이 얍,192,192,PRIME - PRIME 2,Arcade
CS620,Dolly KiSS,돌리 키스,돌리 키스,SID-SOUND,시드사운드,149,149,PRIME - PRIME 2,Arcade
CS143,Lucid(PIU Edit),루시드(PIU Edit),루시드(PIU Edit),Yak Won,약 원,40-190,40-190,FIESTA - FIESTA 2,Arcade
CS178,You Got Me Crazy,유 갓 미 크레이지,유 갓 미 크레이지,MAX,MAX,128,128,PRIME - PRIME 2,Arcade
CS146,Accident,엑시던트,엑시던트,MAX,MAX,183,183,FIESTA - FIESTA 2,Arcade
CS129,Pavane,파반느,파반느,V.A.,V.A.,160,160,FIESTA - FIESTA 2,Arcade
FS804,GOOD NIGHT - FULL SONG -,굿 나이트 - FULL SONG -,풀 나이트 풀 나잇,Dreamcatcher,드림캐쳐,196,196,N/A,Full Song
CS120,Hungarian Dance V,헝가리 무곡 V,헝가리 무곡 V,Banya Production,반야 프로덕션,145,145,FIESTA - FIESTA 2,Arcade
FS296,Papasito (feat. KuTiNA) - FULL SONG -,파파시토 (feat. KuTiNA) - FULL SONG -,파파시토 풀 송,Yakikaze & Cashew,Yakikaze & Cashew,128,128,N/A,Full Song
CS170,Latino Virus,라티노 바이러스,라티노 바이러스,Warak,와락,170,170,PRIME - PRIME 2,Arcade
CS163,Mental Rider,멘탈 라이더,멘탈라이더,SQUAR,SQUAR,120-140,120-140,FIESTA - FIESTA 2,Arcade
CS608,Kitty Cat,키티 캣,키티캣,Coconut,Coconut,128,128,FIESTA - FIESTA 2,Arcade
CS636,Idealized Romance,아이디얼라이즈드 로맨스,아이디얼라이즈드 로맨스,void,void,140,140,PRIME - PRIME 2,Arcade
CS638,STEP,스텝,스텝,SID-SOUND,시드사운드,156,156,PRIME - PRIME 2,Arcade
CS619,Selfishness,셀피쉬니스,셀피쉬니스,SID-SOUND,시드사운드,160,160,PRIME - PRIME 2,Arcade
CS607,Ladybug,레이디버그,레이디버그,Coconut,Coconut,133,133,FIESTA - FIESTA 2,Arcade
CS238,Heart Attack,하트 어택,하트 어택,DJ Counterforce,DJ Counterforce,148,148,PRIME - PRIME 2,Arcade
CS612,Utopia,유토피아,유토피아,Smiley,Smiley,166,166,FIESTA - FIESTA 2,Arcade
CS068,Final Audition Ep. 2-1,파이널 오디션 에피소드 2-1,파이널 오디션 에피소드 2-1,YAHPP,이 얍,170,170,NX - NXA,Arcade
CS261,Silver Beat feat. ChisaUezono,실버 비트 feat. ChisaUezono,실버 비트 feat. ChisaUezono,Tatsh,Tatsh,153,153,PRIME - PRIME 2,Arcade
N/A,Vacuum Cleaner,진공 청소기,진공 청소기,Doin,Doin,N/A,N/A,N/A,Remix
CS270,Break Out,브레이크 아웃,브레이크 아웃,Lunatic Sounds,루나틱 사운즈,175,175,PRIME - PRIME 2,Arcade
SS247,Death Moon - SHORT CUT -,사월 - SHORT CUT -,사월 - SHORT CUT -,SHK,SHK,160,160,N/A,Short Cut
CS281,Le Grand Rouge,라 그랑드 루즈,라 그랑드 루즈,KIEN,KIEN,166,166,XX,Arcade
CS047,Final Audition Ep. 1,파이널 오디션 에피소드 1,파이널 오디션 에피소드 1,BanYa,반야,189,189,1st - Zero,Arcade
CS183,Amphitryon,암피트리온,암피트리온,Gentle Stick,잰틀 스틱,155,155,PRIME - PRIME 2,Arcade
CS013,Solitary,무혼,무혼,BanYa,반야,136,136,1st - Zero,Arcade
N/A,Leather,리더,리더,Doin,Doin,N/A,N/A,N/A,Remix
CS173,Silhouette Effect,실루엣 이펙트,실루엣 이펙트,Nato,나토,167,167,PRIME - PRIME 2,Arcade
SS283,Poseidon - SHORT CUT -,포세이돈 - SHORT CUT -,포세이돈 - SHORT CUT -,Quree,Quree,160,160,N/A,Short Cut
CS169,Katkoi,캇코이,캇코이,M2U,ESTi x M2U,180,180,PRIME - PRIME 2,Arcade
CS215,HYPERCUBE,하이퍼큐브,하이퍼큐브,MAX,MAX,145,145,PRIME - PRIME 2,Arcade
N/A,Brown Sky,하늘다람쥐,하늘다람쥐,Doin,Doin,N/A,N/A,N/A,Remix
N/A,Fire Noodle Challenge,파이어 누들 챌린지,파이어 누들 챌린지,Memme,맴매,N/A,N/A,N/A,Remix
CS282,Macaron Day,마카롱 데이,마카롱 데이,HyuN,HyuN,173,173,XX,Arcade
CS121,We Got 2 Know,위 갓 투 노우,위 갓 투 노우,MAX,MAX,128,128,FIESTA - FIESTA 2,Arcade
CS078,Higgledy Piggledy,히글디 피글디,히글디 피글디,Banya Production,반야 프로덕션,150,150,NX - NXA,Arcade
N/A,Meteo5cience (GADGET mix),메테오 사이언스 (GADGET mix),메테오 사이언스 (GADGET mix),Paul Bazooka,폴 바주카,N/A,N/A,N/A,Remix
CS049,Get Up,겟 업,겟 업,BanYa,반야,180,180,1st - Zero,Arcade
CS053,Monkey Fingers,몽키 핑거즈,몽키 핑거즈,BanYa,반야,186,186,1st - Zero,Arcade
CS122,Overblow,오버블로우,오버블로우,MAX,MAX,155,155,FIESTA - FIESTA 2,Arcade
CS614,VVV,VVV,VVV,ZiGZaG,ZiGZaG,310,310,FIESTA - FIESTA 2,Arcade
CS024,Dance with me,댄스 위드 미,댄스 위드 미,BanYa,반야,122,122,1st - Zero,Arcade
CS214,Karyawisata,까랴위사따,까랴위사따,Vesuvia x REDSHiFT,Vesuvia x REDSHiFT,150-173,150-173,PRIME - PRIME 2,Arcade
CS184,Leakage Voltage,리키지 볼티지,리키지 볼티지,Doin,Doin,180,180,PRIME - PRIME 2,Arcade
CS065,Beat of The War 2,비트 오브 더 워 2,비트 오브 더 워 2,BanYa,반야,120-190,120-190,1st - Zero,Arcade
CS093,The People didn't know,사람들은 몰랐다네,사람들은 몰랐다네,Banya Production,반야 프로덕션,134,134,NX - NXA,Arcade
CS040,Emperor,엠페러,엠페러,BanYa,반야,150,150,1st - Zero,Arcade
CS057,Solitary 2,무혼 2,무혼 2,BanYa,반야,136,136,1st - Zero,Arcade
CS042,Come to Me,컴 투 미,컴 투 미,BanYa,반야,100~107,100~107,1st - Zero,Arcade
CS084,Caprice of Otada,카프리스 오브 오타다,카프리스 오브 오타다,Banya Production,반야 프로덕션,160,160,NX - NXA,Arcade
CS114,XTREE,엑스트리,엑스트리,YAHPP,이 얍,190,190,FIESTA - FIESTA 2,Arcade
SS275,Wedding Crashers - SHORT CUT -,웨딩 크래셔 - SHORT CUT -,웨딩 크래셔 - SHORT CUT -,SHK,SHK,165,165,N/A,Short Cut
CS118,Native,네이티브,네이티브,SHK,SHK,135,135,FIESTA - FIESTA 2,Arcade
CS043,Beat of The War,비트 오브 더 워,비트 오브 더 워,BanYa,반야,140-202,140-202,1st - Zero,Arcade
CS128,Night Duty,야근,야근,A.V.,uma vs. Morimori Atsushi,140,140,FIESTA - FIESTA 2,Arcade
CS004,She Likes Pizza,그녀는 피자를 좋아해,그녀는 피자를 좋아해,BanYa,반야,229.5,229.5,1st - Zero,Arcade
CS145,D,디,디,MAX,MAX,180,180,FIESTA - FIESTA 2,Arcade
CS224,Bring Back The Beat,브링 백 더 비트,브링 백 더 비트,Lunatic Sounds,루나틱 사운즈,160,160,PRIME - PRIME 2,Arcade
CS011,Final Audition 2,파이널 오디션 2,파이널 오디션 2,BanYa,반야,130,130,1st - Zero,Arcade
CS227,Overblow2,오버블로우2,오버블로우2,MAX,MAX,155,155,PRIME - PRIME 2,Arcade
CS050,X-Tream,엑스트림,엑스트림,BanYa,반야,162,162,1st - Zero,Arcade
CS654,Lala,라라,라라,Yassi Pressman,야시 프레스먼,126,126,XX,Arcade
FS806,Full Moon - FULL SONG -,풀 문 - FULL SONG -,풀 문 - FULL SONG -,Dreamcatcher,드림캐쳐,190,190,N/A,Full Song
CS180,Meteorize,메테오라이즈,메테오라이즈,Paul Bazooka,폴 바주카,136,136,PRIME - PRIME 2,Arcade
CS076,Witch Doctor #1,위치 닥터 #1,위치 닥터 #1,Yahpp,이 얍,122,122,NX - NXA,Arcade
FS056,Canon D - FULL SONG -,캐논 디 - FULL SONG -,캐논 디 - FULL SONG -,Banya,반야,160,160,N/A,Full Song
SS031,Winter - SHORT CUT -,윈터 - SHORT CUT -,윈터 - SHORT CUT -,Banya,반야,168,168,N/A,Short Cut
CS117,Pine Nut,잣,잣,Doin,Doin,200,200,FIESTA - FIESTA 2,Arcade
CS087,Pumptris 8Bit ver.,펌트리스 8비트 ver.,펌트리스 8비트 ver.,YAHPP,이 얍,162,162,NX - NXA,Arcade
CS217,Break It Down,브레이크 잇 다운,브레이크 잇 다운,MAZO,MAZO,176,176,PRIME - PRIME 2,Arcade
N/A,WI-EX-DOC-VA,위엑닥바,위엑닥바,YAHPP,이 얍,N/A,N/A,N/A,Remix
CS640,HUSH,허쉬,허쉬,Yassi Pressman & Nadine Lustre,야시 프레스먼 & 나딘 러스트레,81.5,81.5,PRIME - PRIME 2,Arcade
N/A,Love is a Danger Zone 2 - FULL SONG -,러브 이즈 어 데인저 존 2 - FULL SONG -,러브 이즈 어 댄저 존 2 - FULL SONG -,YAHPP,이 얍,N/A,N/A,N/A,Full Song
CS090,My Dreams,마이 드림즈,마이 드림즈,Banya Production,반야 프로덕션,136,136,NX - NXA,Arcade
CS104,Hello William,안녕 윌리엄,안녕 윌리엄,Banya Production,반야 프로덕션,170,170,FIESTA - FIESTA 2,Arcade
CS126,Interference,인터퍼런스,인터퍼런스,Doin,Doin,180.4,180.4,FIESTA - FIESTA 2,Arcade
SS306,Switronic - SHORT CUT -,스위트로닉 - SHORT CUT -,스위트로닉 - SHORT CUT -,SHK,SHK,120~170,120~170,N/A,Short Cut
CS603,X-Rave,엑스 레이브,엑스 레이브,DM Ashura,DM Ashura,147,147,FIESTA - FIESTA 2,Arcade
CS032,Top City,탑 시티,탑 시티,BanYa,반야,110.8,110.8,1st - Zero,Arcade
N/A,XX OPENING - SHORT CUT -,XX 오프닝 - SHORT CUT -,XX 오프닝 - SHORT CUT -,MAX,MAX,N/A,N/A,N/A,Short Cut
CS621,Milky Way Galaxy,밀키 웨이 갤럭시,밀키 웨이 갤럭시,3R2,3R2,175,175,PRIME - PRIME 2,Arcade
CS272,Visual Dream II (In Fiction),비주얼 드림 2 (인 픽션),비주얼 드림 2 (인 픽션),Aragon,아라곤,175,175,PRIME - PRIME 2,Arcade
CS055,Final Audition 3,파이널 오디션 3,파이널 오디션 3,BanYa,반야,130.5,130.5,1st - Zero,Arcade
N/A,Avalanquiem,아발란퀴엠,아발란퀴엠,MAX & MEMME,맥스 & 맴매,N/A,N/A,N/A,Remix
CS058,Hi Bi,하이 바이,하이 바이,BanYa,반야,145,145,1st - Zero,Arcade
CS010,Naissance,태동,태동,BanYa,반야,135.5,135.5,1st - Zero,Arcade
N/A,Love is a Danger Zone 2 Try To B.P.M,러브 이즈 어 데인저 존 2 Try To B.P.M,러브 이즈 어 댄저 존 2 Try To B.P.M,BanYa,반야,N/A,N/A,N/A,Remix
CS089,Toccata,토카타,토카타,Banya Production,반야 프로덕션,104,104,NX - NXA,Arcade
SS278,Nyarlathotep - SHORT CUT -,니알라토텝 - SHORT CUT -,니알라토텝 - SHORT CUT -,Nato,나토,200,200,N/A,Short Cut
CS096,Blaze Emotion,블레이즈 이모션,블레이즈 이모션,YAHPP,이 얍,170,170,NX - NXA,Arcade
N/A,BEMERA,비메라,비메라,YAHPP,이 얍,N/A,N/A,N/A,Remix
CS193,Allegro Più Mosso,알레그로 피유 모쏘,알레그로 피유 모쏘,DM Ashura,DM Ashura,160,160,PRIME - PRIME 2,Arcade
CS099,Pumping Jumping,펌핑 점핑,펌핑 점핑,Banya Production,반야 프로덕션,116,116,FIESTA - FIESTA 2,Arcade
SS172,Yog-Sothoth - SHORT CUT -,요그 소토스 - SHORT CUT -,요그 소토스 - SHORT CUT -,Nato,나토,200,200,N/A,Short Cut
CS014,Betrayer,사랑가,사랑가,BanYa,반야,92,92,1st - Zero,Arcade
CS263,Passing Rider,패싱 라이더,패싱 라이더,mzet:-P,mzet:-P,175,175,PRIME - PRIME 2,Arcade
CS016,Oh! Rosa,오! 로사,오! 로사,BanYa,반야,148,148,1st - Zero,Arcade
SS225,Sarabande - SHORT CUT -,사라반드 - SHORT CUT -,사라반드 - SHORT CUT -,MAX,MAX,157,157,N/A,Short Cut
N/A,Vulcan,불카누스,불카누스,Memme,맴매,N/A,N/A,N/A,Remix
SS213,Rock the house - SHORT CUT -,락 더 하우스 - SHORT CUT -,락 더 하우스 - SHORT CUT -,Matduke,Matduke,175,175,N/A,Short Cut
CS045,D Gang,디 갱,디 갱,BanYa,반야,150,150,1st - Zero,Arcade
CS107,Xenesis,제네시스,제네시스,Banya Production,반야 프로덕션,152,152,FIESTA - FIESTA 2,Arcade
CS116,ASDF,ㅁㄴㅇㄹ,ㅁㄴㅇㄹ,Doin,Doin,170,170,FIESTA - FIESTA 2,Arcade
CS091,K.O.A : Alice In Wonderworld,케이.오.에이 : 엘리스 인 원더월드,KOA 앨리스 인 원더월드 고아 코아,Banya Production,반야 프로덕션,156,156,NX - NXA,Arcade
CS094,Chopsticks Challenge,젓가락 변주곡,젓가락 변주곡 젓가락 행진곡,YAHPP,이 얍,128,128,NX - NXA,Arcade
CS102,Get Up (and go),겟 업 (앤 고),겟 업 (앤 고),Banya Production,반야 프로덕션,164,164,FIESTA - FIESTA 2,Arcade
CS070,Bullfighter's Song,투우사의 노래,투우사의 노래,Banya Production,반야 프로덕션,168,168,NX - NXA,Arcade
CS232,Hey U,헤이 유,헤이 유,MAZO,MAZO,162,162,PRIME - PRIME 2,Arcade
CS179,B2,B2,B2,MAX,MAX,158,158,PRIME - PRIME 2,Arcade
N/A,Bemera - SHORT CUT -,비메라 - SHORT CUT -,비메라 - SHORT CUT -,YAHPP,이 얍,N/A,N/A,N/A,Short Cut
CS105,Tek -Club Copenhagen-,테크 -클럽 코펜하겐-,테크 -클럽 코펜하겐-,Banya Production,반야 프로덕션,132,132,FIESTA - FIESTA 2,Arcade
CS026,Miss S' story,미스 에스 스토리,미세스 스토리,BanYa,반야,111,111,1st - Zero,Arcade
CS085,Beat the ghost,비트 더 고스트,비트 더 고스트,Banya Production,반야 프로덕션,124,124,NX - NXA,Arcade
CS039,Get Your Groove On,겟 유어 그루브 온,겟 유어 그루브 온,BanYa,반야,96,96,1st - Zero,Arcade
SS243,Hyperion - SHORT CUT -,히페리온 - SHORT CUT -,히페리온 - SHORT CUT -,M2U,ESTi x M2U,145,145,N/A,Short Cut
N/A,PRIME Opening - SHORT CUT -,프라임 오프닝 - SHORT CUT -,프라임 오프닝 - SHORT CUT -,MAX,MAX,N/A,N/A,N/A,Short Cut
CS035,My way,마이웨이,마이웨이,BanYa,반야,118,118,1st - Zero,Arcade
CS171,Elysium,엘리시움,엘리시움,Warak,와락,128,128,PRIME - PRIME 2,Arcade
CS015,First Love,첫사랑,첫사랑,BanYa,반야,103.05,103.05,1st - Zero,Arcade
SS277,I Want U - SHORT CUT -,아이 원트 유 - SHORT CUT -,아이 원트 유 - SHORT CUT -,MAX,MAX,156,156,N/A,Short Cut
N/A,Shub Sothoth,슈브 소토스,슈브 소토스,Nato & EXC,나토 & EXC,N/A,N/A,N/A,Remix
CS079,Guitar Man,기타 맨,기타 맨,Banya Production,반야 프로덕션,120,120,NX - NXA,Arcade
SS063,Witch Doctor - SHORT CUT -,위치 닥터 - SHORT CUT -,위치 닥터 - SHORT CUT -,Banya,반야,195,195,N/A,Short Cut
N/A,Kasou Shinja - SHORT CUT -,가장신자 - SHORT CUT -,가장신자 - SHORT CUT -,MAX,MAX,N/A,N/A,N/A,Short Cut
SS001,Extravaganza - SHORT CUT -,엑스트라바간자 - SHORT CUT -,엑스트라바간자 - SHORT CUT -,Banya,반야,195,195,N/A,Short Cut
SS222,Shub Niggurath - SHORT CUT -,슈브 니구라스 - SHORT CUT -,슈브 니구라스 - SHORT CUT -,Nato,나토,220,220,N/A,Short Cut
